row_index,id,label,role
51,2_trans_2989.csv,4,proper_train
52,2_trans_2751.csv,1,calibration
53,2_trans_291.csv,1,proper_train
54,2_trans_2584.csv,1,proper_train
55,2_trans_2590.csv,1,proper_train
56,2_trans_1099.csv,1,calibration
57,2_trans_520.csv,1,proper_train
58,2_trans_1714.csv,1,proper_train
59,2_trans_1072.csv,1,calibration
60,2_trans_246.csv,1,proper_train
61,2_trans_252.csv,1,proper_train
62,2_trans_1066.csv,4,calibration
63,2_trans_1728.csv,1,proper_train
64,2_trans_2553.csv,1,proper_train
65,2_trans_508.csv,4,proper_train
66,2_trans_2235.csv,1,proper_train
67,2_trans_2552.csv,1,proper_train
68,2_trans_2234.csv,1,proper_train
69,2_trans_509.csv,3,proper_train
70,2_trans_1067.csv,1,proper_train
71,2_trans_253.csv,1,proper_train
72,2_trans_535.csv,1,proper_train
73,2_trans_1715.csv,1,calibration
74,2_trans_521.csv,1,proper_train
75,2_trans_1073.csv,1,proper_train
76,2_trans_1098.csv,4,proper_train
77,2_trans_2585.csv,1,proper_train
78,2_trans_290.csv,1,proper_train
79,2_trans_284.csv,1,proper_train
80,2_trans_2036.csv,3,proper_train
81,2_trans_2750.csv,1,proper_train
82,2_trans_2988.csv,2,calibration
83,2_trans_2022.csv,3,proper_train
84,2_trans_737.csv,1,proper_train
85,2_trans_1265.csv,3,proper_train
86,2_trans_1271.csv,1,proper_train
87,2_trans_2778.csv,1,proper_train
88,2_trans_723.csv,3,proper_train
89,2_trans_1517.csv,1,proper_train
90,2_trans_910.csv,1,proper_train
91,2_trans_2793.csv,1,proper_train
92,2_trans_904.csv,1,proper_train
93,2_trans_2963.csv,2,proper_train
94,2_trans_2624.csv,1,proper_train
95,2_trans_2630.csv,3,calibration
96,2_trans_1339.csv,1,proper_train
97,2_trans_1477.csv,1,proper_train
98,2_trans_643.csv,4,calibration
99,2_trans_2618.csv,1,proper_train
100,2_trans_1311.csv,1,proper_train
101,2_trans_1305.csv,1,proper_train
102,2_trans_131.csv,1,proper_train
103,2_trans_657.csv,1,proper_train
104,2_trans_1463.csv,1,proper_train
105,2_trans_1488.csv,3,calibration
106,2_trans_870.csv,1,calibration
107,2_trans_2195.csv,1,proper_train
108,2_trans_858.csv,1,proper_train
109,2_trans_32.csv,1,proper_train
110,2_trans_2803.csv,2,proper_train
111,2_trans_2817.csv,2,proper_train
112,2_trans_26.csv,4,proper_train
113,2_trans_694.csv,1,calibration
114,2_trans_2426.csv,1,proper_train
115,2_trans_1649.csv,1,calibration
116,2_trans_2340.csv,4,calibration
117,2_trans_469.csv,3,calibration
118,2_trans_2354.csv,1,proper_train
119,2_trans_1885.csv,1,calibration
120,2_trans_1113.csv,1,proper_train
121,2_trans_441.csv,1,proper_train
122,2_trans_1675.csv,1,calibration
123,2_trans_1661.csv,1,proper_train
124,2_trans_333.csv,1,proper_train
125,2_trans_1107.csv,1,proper_train
126,2_trans_2383.csv,1,proper_train
127,2_trans_1846.csv,3,calibration
128,2_trans_2397.csv,1,calibration
129,2_trans_480.csv,1,proper_train
130,2_trans_1878.csv,1,proper_train
131,2_trans_494.csv,1,proper_train
132,2_trans_1850.csv,1,proper_train
133,2_trans_2381.csv,1,proper_train
134,2_trans_1844.csv,1,proper_train
135,2_trans_1677.csv,1,proper_train
136,2_trans_443.csv,4,proper_train
137,2_trans_325.csv,1,proper_train
138,2_trans_2418.csv,1,calibration
139,2_trans_457.csv,1,proper_train
140,2_trans_2342.csv,3,proper_train
141,2_trans_1893.csv,1,proper_train
142,2_trans_319.csv,1,proper_train
143,2_trans_2424.csv,1,calibration
144,2_trans_1887.csv,1,proper_train
145,2_trans_2356.csv,1,proper_train
146,2_trans_2801.csv,4,proper_train
147,2_trans_30.csv,1,calibration
148,2_trans_24.csv,1,proper_train
149,2_trans_2183.csv,1,calibration
150,2_trans_866.csv,1,calibration
151,2_trans_18.csv,3,proper_train
152,2_trans_2829.csv,4,proper_train
153,2_trans_1313.csv,3,proper_train
154,2_trans_127.csv,1,proper_train
155,2_trans_1461.csv,1,proper_train
156,2_trans_655.csv,1,proper_train
157,2_trans_2168.csv,1,proper_train
158,2_trans_133.csv,1,calibration
159,2_trans_1307.csv,1,proper_train
160,2_trans_2626.csv,1,proper_train
161,2_trans_1449.csv,1,calibration
162,2_trans_2140.csv,1,proper_train
163,2_trans_669.csv,1,proper_train
164,2_trans_2154.csv,4,calibration
165,2_trans_2632.csv,1,proper_train
166,2_trans_2961.csv,2,proper_train
167,2_trans_1298.csv,1,calibration
168,2_trans_2791.csv,3,proper_train
169,2_trans_912.csv,1,proper_train
170,2_trans_906.csv,1,proper_train
171,2_trans_1267.csv,1,proper_train
172,2_trans_735.csv,1,proper_train
173,2_trans_1501.csv,1,proper_train
174,2_trans_2752.csv,1,proper_train
175,2_trans_2034.csv,1,proper_train
176,2_trans_709.csv,1,proper_train
177,2_trans_2020.csv,1,calibration
178,2_trans_1529.csv,1,proper_train
179,2_trans_2746.csv,4,proper_train
180,2_trans_1918.csv,1,proper_train
181,2_trans_292.csv,1,calibration
182,2_trans_286.csv,4,proper_train
183,2_trans_1924.csv,1,proper_train
184,2_trans_2587.csv,1,proper_train
185,2_trans_1930.csv,1,calibration
186,2_trans_1703.csv,1,calibration
187,2_trans_537.csv,1,calibration
188,2_trans_251.csv,3,proper_train
189,2_trans_1071.csv,3,calibration
190,2_trans_245.csv,1,calibration
191,2_trans_523.csv,1,calibration
192,2_trans_1717.csv,1,calibration
193,2_trans_1059.csv,4,proper_train
194,2_trans_2550.csv,4,calibration
195,2_trans_2544.csv,4,proper_train
196,2_trans_279.csv,4,calibration
197,2_trans_2222.csv,1,proper_train
198,2_trans_278.csv,1,proper_train
199,2_trans_2545.csv,1,calibration
200,2_trans_2223.csv,1,proper_train
201,2_trans_2237.csv,1,calibration
202,2_trans_1058.csv,1,calibration
203,2_trans_244.csv,1,calibration
204,2_trans_2579.csv,1,proper_train
205,2_trans_1070.csv,1,proper_train
206,2_trans_1702.csv,1,proper_train
207,2_trans_250.csv,1,proper_train
208,2_trans_2586.csv,1,calibration
209,2_trans_1931.csv,3,proper_train
210,2_trans_287.csv,1,proper_train
211,2_trans_1528.csv,1,proper_train
212,2_trans_2021.csv,1,proper_train
213,2_trans_2747.csv,4,calibration
214,2_trans_2753.csv,1,proper_train
215,2_trans_2035.csv,1,proper_train
216,2_trans_720.csv,1,proper_train
217,2_trans_1514.csv,1,proper_train
218,2_trans_1272.csv,3,proper_train
219,2_trans_1266.csv,1,proper_train
220,2_trans_1500.csv,1,proper_train
221,2_trans_734.csv,1,proper_train
222,2_trans_2009.csv,1,proper_train
223,2_trans_2784.csv,1,proper_train
224,2_trans_2948.csv,4,proper_train
225,2_trans_2790.csv,1,proper_train
226,2_trans_2960.csv,4,proper_train
227,2_trans_2974.csv,4,proper_train
228,2_trans_2155.csv,1,calibration
229,2_trans_668.csv,1,proper_train
230,2_trans_2633.csv,1,proper_train
231,2_trans_2141.csv,1,proper_train
232,2_trans_1448.csv,1,proper_train
233,2_trans_2169.csv,1,proper_train
234,2_trans_654.csv,1,calibration
235,2_trans_1460.csv,1,calibration
236,2_trans_1306.csv,1,proper_train
237,2_trans_126.csv,1,calibration
238,2_trans_1312.csv,1,calibration
239,2_trans_1474.csv,1,proper_train
240,2_trans_898.csv,1,proper_train
241,2_trans_640.csv,4,proper_train
242,2_trans_2196.csv,1,proper_train
243,2_trans_19.csv,1,proper_train
244,2_trans_2828.csv,4,calibration
245,2_trans_867.csv,3,proper_train
246,2_trans_2182.csv,1,proper_train
247,2_trans_25.csv,1,proper_train
248,2_trans_697.csv,3,proper_train
249,2_trans_2814.csv,4,proper_train
250,2_trans_2800.csv,1,calibration
251,2_trans_31.csv,4,calibration
252,2_trans_1138.csv,1,proper_train
253,2_trans_2431.csv,1,proper_train
254,2_trans_1886.csv,1,calibration
255,2_trans_1892.csv,1,calibration
256,2_trans_2425.csv,1,calibration
257,2_trans_330.csv,1,proper_train
258,2_trans_1104.csv,3,proper_train
259,2_trans_1662.csv,1,proper_train
260,2_trans_456.csv,1,calibration
261,2_trans_442.csv,1,calibration
262,2_trans_1676.csv,1,calibration
263,2_trans_1110.csv,1,proper_train
264,2_trans_2419.csv,1,proper_train
265,2_trans_1845.csv,4,proper_train
266,2_trans_2380.csv,1,proper_train
267,2_trans_1879.csv,1,proper_train
268,2_trans_481.csv,1,proper_train
269,2_trans_2384.csv,1,proper_train
270,2_trans_2390.csv,1,proper_train
271,2_trans_1869.csv,1,proper_train
272,2_trans_2421.csv,1,calibration
273,2_trans_2347.csv,3,proper_train
274,2_trans_2353.csv,1,calibration
275,2_trans_308.csv,1,proper_train
276,2_trans_1114.csv,1,calibration
277,2_trans_452.csv,1,proper_train
278,2_trans_1666.csv,1,proper_train
279,2_trans_2409.csv,1,proper_train
280,2_trans_863.csv,3,calibration
281,2_trans_2186.csv,1,proper_train
282,2_trans_2838.csv,2,calibration
283,2_trans_2192.csv,1,proper_train
284,2_trans_35.csv,1,calibration
285,2_trans_687.csv,4,proper_train
286,2_trans_2810.csv,4,calibration
287,2_trans_21.csv,1,proper_train
288,2_trans_678.csv,1,proper_train
289,2_trans_2145.csv,1,proper_train
290,2_trans_2623.csv,1,calibration
291,2_trans_2637.csv,1,calibration
292,2_trans_2151.csv,1,proper_train
293,2_trans_644.csv,4,proper_train
294,2_trans_1316.csv,1,proper_train
295,2_trans_122.csv,4,proper_train
296,2_trans_1302.csv,1,proper_train
297,2_trans_1464.csv,1,proper_train
298,2_trans_650.csv,1,proper_train
299,2_trans_917.csv,1,proper_train
300,2_trans_2794.csv,1,proper_train
301,2_trans_2780.csv,4,proper_train
302,2_trans_2958.csv,2,proper_train
303,2_trans_1289.csv,1,proper_train
304,2_trans_903.csv,1,proper_train
305,2_trans_2970.csv,2,proper_train
306,2_trans_2964.csv,4,proper_train
307,2_trans_2031.csv,4,proper_train
308,2_trans_8.csv,3,proper_train
309,2_trans_2025.csv,1,proper_train
310,2_trans_718.csv,1,calibration
311,2_trans_1504.csv,1,proper_train
312,2_trans_1262.csv,1,proper_train
313,2_trans_1276.csv,4,calibration
314,2_trans_1510.csv,1,proper_train
315,2_trans_724.csv,1,calibration
316,2_trans_2596.csv,1,calibration
317,2_trans_1935.csv,1,proper_train
318,2_trans_297.csv,1,proper_train
319,2_trans_1909.csv,1,proper_train
320,2_trans_283.csv,1,proper_train
321,2_trans_2555.csv,1,proper_train
322,2_trans_268.csv,1,calibration
323,2_trans_2227.csv,1,calibration
324,2_trans_2541.csv,1,proper_train
325,2_trans_2569.csv,4,proper_train
326,2_trans_254.csv,1,proper_train
327,2_trans_1060.csv,4,proper_train
328,2_trans_532.csv,1,proper_train
329,2_trans_526.csv,1,calibration
330,2_trans_1712.csv,1,proper_train
331,2_trans_240.csv,1,proper_train
332,2_trans_1713.csv,1,proper_train
333,2_trans_1075.csv,1,proper_train
334,2_trans_2568.csv,1,calibration
335,2_trans_1707.csv,1,calibration
336,2_trans_2554.csv,1,proper_train
337,2_trans_1908.csv,1,proper_train
338,2_trans_282.csv,1,proper_train
339,2_trans_296.csv,1,proper_train
340,2_trans_2583.csv,1,calibration
341,2_trans_2597.csv,1,calibration
342,2_trans_1920.csv,1,proper_train
343,2_trans_1277.csv,1,proper_train
344,2_trans_725.csv,1,proper_train
345,2_trans_1511.csv,1,proper_train
346,2_trans_1505.csv,1,proper_train
347,2_trans_1263.csv,1,proper_train
348,2_trans_2742.csv,1,calibration
349,2_trans_2024.csv,1,proper_train
350,2_trans_2971.csv,4,calibration
351,2_trans_1288.csv,1,proper_train
352,2_trans_2959.csv,4,calibration
353,2_trans_2781.csv,1,calibration
354,2_trans_902.csv,1,proper_train
355,2_trans_2795.csv,1,proper_train
356,2_trans_1303.csv,1,proper_train
357,2_trans_137.csv,1,calibration
358,2_trans_889.csv,1,calibration
359,2_trans_651.csv,1,proper_train
360,2_trans_1465.csv,1,proper_train
361,2_trans_1471.csv,1,proper_train
362,2_trans_2178.csv,1,calibration
363,2_trans_645.csv,1,proper_train
364,2_trans_123.csv,1,proper_train
365,2_trans_1317.csv,1,proper_train
366,2_trans_2636.csv,1,proper_train
367,2_trans_2144.csv,1,calibration
368,2_trans_679.csv,1,proper_train
369,2_trans_2622.csv,1,calibration
370,2_trans_2811.csv,4,calibration
371,2_trans_20.csv,3,proper_train
372,2_trans_692.csv,4,proper_train
373,2_trans_686.csv,1,proper_train
374,2_trans_34.csv,1,proper_train
375,2_trans_2193.csv,1,proper_train
376,2_trans_2187.csv,1,proper_train
377,2_trans_862.csv,1,proper_train
378,2_trans_2839.csv,4,proper_train
379,2_trans_1667.csv,3,proper_train
380,2_trans_453.csv,1,calibration
381,2_trans_2408.csv,1,proper_train
382,2_trans_1101.csv,1,proper_train
383,2_trans_321.csv,1,calibration
384,2_trans_1673.csv,1,proper_train
385,2_trans_1883.csv,1,proper_train
386,2_trans_2434.csv,1,proper_train
387,2_trans_2420.csv,1,proper_train
388,2_trans_1897.csv,1,proper_train
389,2_trans_490.csv,1,proper_train
390,2_trans_484.csv,1,proper_train
391,2_trans_1840.csv,1,proper_train
392,2_trans_1698.csv,1,calibration
393,2_trans_2391.csv,1,proper_train
394,2_trans_2393.csv,1,calibration
395,2_trans_492.csv,3,calibration
396,2_trans_2436.csv,1,proper_train
397,2_trans_1659.csv,1,calibration
398,2_trans_2350.csv,1,proper_train
399,2_trans_479.csv,3,proper_train
400,2_trans_1895.csv,1,proper_train
401,2_trans_2422.csv,1,calibration
402,2_trans_1103.csv,1,proper_train
403,2_trans_337.csv,1,proper_train
404,2_trans_451.csv,3,proper_train
405,2_trans_1671.csv,1,proper_train
406,2_trans_2378.csv,1,proper_train
407,2_trans_445.csv,1,proper_train
408,2_trans_1117.csv,4,calibration
409,2_trans_1498.csv,1,proper_train
410,2_trans_874.csv,1,proper_train
411,2_trans_2191.csv,1,proper_train
412,2_trans_860.csv,1,proper_train
413,2_trans_848.csv,1,calibration
414,2_trans_690.csv,1,proper_train
415,2_trans_22.csv,1,proper_train
416,2_trans_2813.csv,4,proper_train
417,2_trans_2807.csv,2,proper_train
418,2_trans_36.csv,1,proper_train
419,2_trans_109.csv,1,proper_train
420,2_trans_1329.csv,1,calibration
421,2_trans_653.csv,4,calibration
422,2_trans_135.csv,1,proper_train
423,2_trans_1301.csv,1,calibration
424,2_trans_1315.csv,1,proper_train
425,2_trans_121.csv,4,proper_train
426,2_trans_647.csv,1,proper_train
427,2_trans_1473.csv,3,proper_train
428,2_trans_2783.csv,1,calibration
429,2_trans_914.csv,3,calibration
430,2_trans_2973.csv,2,calibration
431,2_trans_928.csv,1,proper_train
432,2_trans_2026.csv,1,proper_train
433,2_trans_1249.csv,1,calibration
434,2_trans_2998.csv,2,proper_train
435,2_trans_2740.csv,1,proper_train
436,2_trans_2754.csv,1,calibration
437,2_trans_2032.csv,1,proper_train
438,2_trans_727.csv,1,proper_train
439,2_trans_1275.csv,1,proper_train
440,2_trans_1261.csv,1,proper_train
441,2_trans_1507.csv,1,proper_train
442,2_trans_1088.csv,3,proper_train
443,2_trans_2581.csv,1,proper_train
444,2_trans_1936.csv,3,calibration
445,2_trans_1922.csv,1,proper_train
446,2_trans_280.csv,1,proper_train
447,2_trans_2542.csv,1,proper_train
448,2_trans_2224.csv,1,proper_train
449,2_trans_2230.csv,1,calibration
450,2_trans_1739.csv,1,proper_train
451,2_trans_525.csv,1,proper_train
452,2_trans_1705.csv,1,proper_train
453,2_trans_531.csv,1,proper_train
454,2_trans_257.csv,1,proper_train
455,2_trans_530.csv,1,proper_train
456,2_trans_1704.csv,1,proper_train
457,2_trans_1062.csv,1,proper_train
458,2_trans_256.csv,1,proper_train
459,2_trans_242.csv,3,calibration
460,2_trans_1710.csv,1,proper_train
461,2_trans_2219.csv,1,proper_train
462,2_trans_524.csv,1,proper_train
463,2_trans_1738.csv,1,calibration
464,2_trans_2557.csv,1,proper_train
465,2_trans_2543.csv,3,proper_train
466,2_trans_2225.csv,1,proper_train
467,2_trans_518.csv,1,proper_train
468,2_trans_281.csv,1,proper_train
469,2_trans_1923.csv,1,proper_train
470,2_trans_2580.csv,1,proper_train
471,2_trans_1089.csv,1,proper_train
472,2_trans_2769.csv,1,proper_train
473,2_trans_732.csv,4,proper_train
474,2_trans_726.csv,1,calibration
475,2_trans_1512.csv,3,proper_train
476,2_trans_1274.csv,1,calibration
477,2_trans_2033.csv,1,proper_train
478,2_trans_2741.csv,4,proper_train
479,2_trans_2999.csv,2,proper_train
480,2_trans_1248.csv,1,proper_train
481,2_trans_2972.csv,4,proper_train
482,2_trans_929.csv,1,proper_train
483,2_trans_915.csv,1,proper_train
484,2_trans_901.csv,1,calibration
485,2_trans_2782.csv,1,calibration
486,2_trans_1314.csv,1,proper_train
487,2_trans_1472.csv,1,calibration
488,2_trans_646.csv,1,proper_train
489,2_trans_652.csv,1,proper_train
490,2_trans_1466.csv,1,proper_train
491,2_trans_1300.csv,1,calibration
492,2_trans_2609.csv,1,calibration
493,2_trans_1328.csv,4,proper_train
494,2_trans_2147.csv,1,proper_train
495,2_trans_2153.csv,1,proper_train
496,2_trans_108.csv,1,proper_train
497,2_trans_2635.csv,1,proper_train
498,2_trans_685.csv,1,calibration
499,2_trans_37.csv,1,proper_train
500,2_trans_691.csv,1,calibration
501,2_trans_849.csv,1,calibration
502,2_trans_2812.csv,2,calibration
503,2_trans_2184.csv,1,calibration
504,2_trans_861.csv,1,calibration
505,2_trans_2190.csv,1,calibration
506,2_trans_875.csv,1,proper_train
507,2_trans_1499.csv,4,proper_train
508,2_trans_444.csv,1,proper_train
509,2_trans_2379.csv,1,calibration
510,2_trans_1670.csv,1,calibration
511,2_trans_322.csv,1,proper_train
512,2_trans_336.csv,1,proper_train
513,2_trans_1102.csv,1,proper_train
514,2_trans_1664.csv,1,proper_train
515,2_trans_450.csv,1,proper_train
516,2_trans_1894.csv,1,proper_train
517,2_trans_478.csv,3,proper_train
518,2_trans_2345.csv,1,proper_train
519,2_trans_2423.csv,3,proper_train
520,2_trans_1658.csv,1,proper_train
521,2_trans_1880.csv,1,proper_train
522,2_trans_487.csv,1,proper_train
523,2_trans_2386.csv,1,calibration
524,2_trans_1843.csv,1,proper_train
525,2_trans_2392.csv,4,proper_train
526,2_trans_392.csv,1,proper_train
527,2_trans_1818.csv,1,proper_train
528,2_trans_386.csv,1,proper_train
529,2_trans_2493.csv,4,proper_train
530,2_trans_1824.csv,1,proper_train
531,2_trans_1830.csv,1,proper_train
532,2_trans_2487.csv,1,proper_train
533,2_trans_351.csv,1,proper_train
534,2_trans_1165.csv,1,proper_train
535,2_trans_437.csv,1,proper_train
536,2_trans_423.csv,1,proper_train
537,2_trans_3000.csv,2,proper_train
538,2_trans_345.csv,1,proper_train
539,2_trans_2478.csv,1,calibration
540,2_trans_2336.csv,1,proper_train
541,2_trans_2322.csv,1,proper_train
542,2_trans_379.csv,1,proper_train
543,2_trans_44.csv,1,proper_train
544,2_trans_184.csv,1,proper_train
545,2_trans_2861.csv,2,calibration
546,2_trans_812.csv,3,calibration
547,2_trans_78.csv,1,calibration
548,2_trans_1398.csv,1,proper_train
549,2_trans_2849.csv,2,calibration
550,2_trans_806.csv,1,proper_train
551,2_trans_2108.csv,1,proper_train
552,2_trans_1401.csv,1,calibration
553,2_trans_87.csv,1,proper_train
554,2_trans_1367.csv,1,calibration
555,2_trans_153.csv,4,proper_train
556,2_trans_1373.csv,1,proper_train
557,2_trans_1415.csv,1,proper_train
558,2_trans_93.csv,1,proper_train
559,2_trans_621.csv,1,proper_train
560,2_trans_609.csv,1,proper_train
561,2_trans_2134.csv,1,proper_train
562,2_trans_2652.csv,4,calibration
563,2_trans_2646.csv,1,proper_train
564,2_trans_2120.csv,1,proper_train
565,2_trans_782.csv,1,calibration
566,2_trans_2915.csv,4,proper_train
567,2_trans_796.csv,1,proper_train
568,2_trans_2083.csv,1,proper_train
569,2_trans_972.csv,1,calibration
570,2_trans_741.csv,4,proper_train
571,2_trans_1575.csv,4,calibration
572,2_trans_1213.csv,1,proper_train
573,2_trans_1207.csv,1,proper_train
574,2_trans_1561.csv,1,proper_train
575,2_trans_2068.csv,1,calibration
576,2_trans_755.csv,1,proper_train
577,2_trans_1549.csv,1,proper_train
578,2_trans_2040.csv,1,proper_train
579,2_trans_2732.csv,1,calibration
580,2_trans_769.csv,1,proper_train
581,2_trans_580.csv,1,proper_train
582,2_trans_1978.csv,1,calibration
583,2_trans_594.csv,1,proper_train
584,2_trans_1950.csv,1,proper_train
585,2_trans_1788.csv,1,calibration
586,2_trans_2281.csv,1,calibration
587,2_trans_2295.csv,1,proper_train
588,2_trans_225.csv,1,calibration
589,2_trans_1777.csv,1,calibration
590,2_trans_543.csv,1,calibration
591,2_trans_557.csv,1,proper_train
592,2_trans_1763.csv,1,calibration
593,2_trans_231.csv,1,proper_train
594,2_trans_2524.csv,1,proper_train
595,2_trans_219.csv,1,proper_train
596,2_trans_2242.csv,1,proper_train
597,2_trans_1987.csv,1,proper_train
598,2_trans_2256.csv,1,proper_train
599,2_trans_2530.csv,1,proper_train
600,2_trans_1039.csv,1,calibration
601,2_trans_2257.csv,1,proper_train
602,2_trans_1986.csv,1,proper_train
603,2_trans_1038.csv,1,calibration
604,2_trans_2531.csv,1,calibration
605,2_trans_2525.csv,1,calibration
606,2_trans_556.csv,1,proper_train
607,2_trans_230.csv,1,proper_train
608,2_trans_1010.csv,1,calibration
609,2_trans_224.csv,1,proper_train
610,2_trans_2519.csv,1,proper_train
611,2_trans_542.csv,1,proper_train
612,2_trans_1776.csv,1,calibration
613,2_trans_1945.csv,1,proper_train
614,2_trans_2294.csv,1,proper_train
615,2_trans_2280.csv,1,proper_train
616,2_trans_1789.csv,1,proper_train
617,2_trans_595.csv,1,proper_train
618,2_trans_1979.csv,1,calibration
619,2_trans_581.csv,3,proper_train
620,2_trans_2733.csv,1,proper_train
621,2_trans_768.csv,1,proper_train
622,2_trans_1548.csv,4,proper_train
623,2_trans_2727.csv,1,proper_train
624,2_trans_1560.csv,1,proper_train
625,2_trans_1574.csv,3,proper_train
626,2_trans_1212.csv,1,proper_train
627,2_trans_2928.csv,2,proper_train
628,2_trans_2096.csv,1,calibration
629,2_trans_2914.csv,2,proper_train
630,2_trans_797.csv,1,calibration
631,2_trans_2900.csv,2,proper_train
632,2_trans_2647.csv,1,calibration
633,2_trans_1428.csv,1,calibration
634,2_trans_2653.csv,1,calibration
635,2_trans_1372.csv,1,proper_train
636,2_trans_146.csv,1,proper_train
637,2_trans_92.csv,1,calibration
638,2_trans_1414.csv,1,proper_train
639,2_trans_86.csv,1,calibration
640,2_trans_1400.csv,1,proper_train
641,2_trans_2109.csv,1,proper_train
642,2_trans_634.csv,1,calibration
643,2_trans_152.csv,3,calibration
644,2_trans_1366.csv,1,calibration
645,2_trans_2684.csv,1,proper_train
646,2_trans_807.csv,1,proper_train
647,2_trans_813.csv,3,proper_train
648,2_trans_2690.csv,1,calibration
649,2_trans_1399.csv,1,proper_train
650,2_trans_2860.csv,2,proper_train
651,2_trans_185.csv,1,proper_train
652,2_trans_2874.csv,2,proper_train
653,2_trans_191.csv,1,proper_train
654,2_trans_2323.csv,4,calibration
655,2_trans_2451.csv,1,proper_train
656,2_trans_2337.csv,1,proper_train
657,2_trans_1616.csv,1,proper_train
658,2_trans_422.csv,1,proper_train
659,2_trans_2479.csv,1,proper_train
660,2_trans_1164.csv,1,proper_train
661,2_trans_350.csv,1,proper_train
662,2_trans_436.csv,1,proper_train
663,2_trans_1602.csv,1,proper_train
664,2_trans_1831.csv,1,calibration
665,2_trans_2486.csv,1,proper_train
666,2_trans_2492.csv,1,proper_train
667,2_trans_393.csv,1,calibration
668,2_trans_1819.csv,1,proper_train
669,2_trans_391.csv,1,proper_train
670,2_trans_2484.csv,1,proper_train
671,2_trans_1827.csv,1,proper_train
672,2_trans_2490.csv,1,proper_train
673,2_trans_1172.csv,1,calibration
674,2_trans_1614.csv,1,proper_train
675,2_trans_1600.csv,1,proper_train
676,2_trans_434.csv,1,proper_train
677,2_trans_352.csv,1,calibration
678,2_trans_1166.csv,1,proper_train
679,2_trans_2447.csv,1,proper_train
680,2_trans_1628.csv,1,proper_train
681,2_trans_2321.csv,1,proper_train
682,2_trans_2335.csv,1,proper_train
683,2_trans_408.csv,1,calibration
684,2_trans_2453.csv,1,proper_train
685,2_trans_839.csv,1,proper_train
686,2_trans_53.csv,1,calibration
687,2_trans_187.csv,1,proper_train
688,2_trans_2862.csv,2,calibration
689,2_trans_193.csv,1,proper_train
690,2_trans_2876.csv,4,proper_train
691,2_trans_47.csv,1,calibration
692,2_trans_2686.csv,1,calibration
693,2_trans_2692.csv,1,calibration
694,2_trans_811.csv,1,calibration
695,2_trans_1416.csv,1,proper_train
696,2_trans_90.csv,1,proper_train
697,2_trans_622.csv,1,proper_train
698,2_trans_1364.csv,1,calibration
699,2_trans_1402.csv,1,proper_train
700,2_trans_84.csv,1,proper_train
701,2_trans_2123.csv,1,proper_train
702,2_trans_2651.csv,1,proper_train
703,2_trans_2889.csv,2,calibration
704,2_trans_1358.csv,1,calibration
705,2_trans_2137.csv,1,proper_train
706,2_trans_2916.csv,4,calibration
707,2_trans_2902.csv,2,proper_train
708,2_trans_781.csv,1,proper_train
709,2_trans_959.csv,1,calibration
710,2_trans_971.csv,1,proper_train
711,2_trans_2094.csv,1,proper_train
712,2_trans_965.csv,1,calibration
713,2_trans_1589.csv,1,proper_train
714,2_trans_756.csv,1,proper_train
715,2_trans_1204.csv,1,proper_train
716,2_trans_1210.csv,1,proper_train
717,2_trans_2719.csv,1,proper_train
718,2_trans_742.csv,1,calibration
719,2_trans_2057.csv,1,proper_train
720,2_trans_1238.csv,1,proper_train
