id,true_label,stop_horizon_percent,predicted_label,stable_singleton,correct,set_size_at_stop_or_endpoint
2_trans_482.csv,1,15,1,1,1,1
2_trans_496.csv,1,70,1,1,1,1
2_trans_1688.csv,1,55,1,1,1,1
2_trans_2395.csv,1,15,1,1,1,1
2_trans_1111.csv,4,15,4,1,1,1
2_trans_1105.csv,1,15,1,1,1,1
2_trans_331.csv,1,15,1,1,1,1
2_trans_1663.csv,1,15,1,1,1,1
2_trans_2430.csv,1,15,1,1,1,1
2_trans_1139.csv,3,15,3,1,1,1
2_trans_682.csv,1,15,3,1,0,1
2_trans_696.csv,1,65,4,1,0,1
2_trans_2815.csv,2,20,2,1,1,1
2_trans_2197.csv,1,15,1,1,1,1
2_trans_872.csv,1,60,3,1,0,1
2_trans_641.csv,1,15,1,1,1,1
2_trans_899.csv,1,15,1,1,1,1
2_trans_1475.csv,3,15,3,1,1,1
2_trans_2975.csv,4,25,4,1,1,1
2_trans_2949.csv,2,15,2,1,1,1
2_trans_2785.csv,1,15,1,1,1,1
2_trans_2008.csv,4,45,4,1,1,1
2_trans_1515.csv,1,40,3,1,0,1
2_trans_721.csv,1,15,1,1,1,1
2_trans_1273.csv,1,15,1,1,1,1
2_trans_2593.csv,1,15,1,1,1,1
2_trans_1065.csv,1,15,1,1,1,1
2_trans_2578.csv,1,15,1,1,1,1
2_trans_2236.csv,1,20,3,1,0,1
2_trans_2551.csv,1,15,1,1,1,1
2_trans_1716.csv,1,15,1,1,1,1
2_trans_522.csv,4,40,4,1,1,1
2_trans_536.csv,1,15,1,1,1,1
2_trans_1064.csv,1,15,1,1,1,1
2_trans_1925.csv,1,45,1,1,1,1
2_trans_2592.csv,4,15,4,1,1,1
2_trans_1919.csv,1,15,1,1,1,1
2_trans_293.csv,1,45,1,1,1,1
2_trans_708.csv,1,15,1,1,1,1
2_trans_907.csv,1,15,1,1,1,1
2_trans_1299.csv,1,55,1,1,1,1
2_trans_913.csv,1,15,1,1,1,1
2_trans_2627.csv,1,15,1,1,1,1
2_trans_132.csv,1,15,1,1,1,1
2_trans_873.csv,3,15,3,1,1,1
2_trans_683.csv,1,15,1,1,1,1
2_trans_2357.csv,4,35,4,1,1,1
2_trans_2343.csv,3,25,3,1,1,1
2_trans_318.csv,1,15,3,1,0,1
2_trans_324.csv,1,15,1,1,1,1
2_trans_2394.csv,1,80,1,1,1,1
2_trans_1851.csv,3,55,3,1,1,1
2_trans_1689.csv,1,35,3,1,0,1
2_trans_495.csv,1,15,1,1,1,1
2_trans_1855.csv,1,55,1,1,1,1
2_trans_1699.csv,1,15,1,1,1,1
2_trans_1841.csv,1,15,1,1,1,1
2_trans_485.csv,1,15,1,1,1,1
2_trans_491.csv,1,15,1,1,1,1
2_trans_1128.csv,1,15,1,1,1,1
2_trans_1896.csv,1,15,1,1,1,1
2_trans_1882.csv,1,15,1,1,1,1
2_trans_2435.csv,1,15,4,1,0,1
2_trans_320.csv,1,15,1,1,1,1
2_trans_1672.csv,4,15,4,1,1,1
2_trans_446.csv,1,15,1,1,1,1
2_trans_1100.csv,1,15,1,1,1,1
2_trans_334.csv,4,70,4,1,1,1
2_trans_877.csv,3,65,3,1,1,1
2_trans_2804.csv,4,50,4,1,1,1
2_trans_693.csv,1,15,1,1,1,1
2_trans_1458.csv,4,60,4,1,1,1
2_trans_2179.csv,4,60,2,1,0,1
2_trans_1470.csv,1,15,1,1,1,1
2_trans_136.csv,1,15,1,1,1,1
2_trans_888.csv,1,15,1,1,1,1
2_trans_1538.csv,1,15,1,1,1,1
2_trans_2757.csv,1,15,3,1,0,1
2_trans_2743.csv,1,35,1,1,1,1
2_trans_730.csv,4,70,4,1,1,1
2_trans_2019.csv,1,15,1,1,1,1
2_trans_1921.csv,1,15,1,1,1,1
2_trans_2582.csv,1,15,1,1,1,1
2_trans_2233.csv,1,15,1,1,1,1
2_trans_1048.csv,1,40,1,1,1,1
2_trans_1706.csv,1,15,1,1,1,1
2_trans_1074.csv,1,15,1,1,1,1
2_trans_527.csv,1,15,1,1,1,1
2_trans_241.csv,1,15,1,1,1,1
2_trans_1061.csv,1,15,1,1,1,1
2_trans_255.csv,2,75,2,1,1,1
2_trans_533.csv,4,35,4,1,1,1
2_trans_2226.csv,1,25,1,1,1,1
2_trans_1049.csv,1,15,1,1,1,1
2_trans_2540.csv,1,15,1,1,1,1
2_trans_269.csv,1,15,1,1,1,1
2_trans_2232.csv,1,55,4,1,0,1
2_trans_1934.csv,1,70,1,1,1,1
2_trans_2018.csv,4,65,4,1,1,1
2_trans_731.csv,1,65,1,1,1,1
2_trans_9.csv,1,75,1,1,1,1
2_trans_719.csv,1,15,1,1,1,1
2_trans_2030.csv,3,40,3,1,1,1
2_trans_1539.csv,1,15,1,1,1,1
2_trans_2756.csv,1,15,1,1,1,1
2_trans_2965.csv,4,45,2,1,0,1
2_trans_916.csv,1,15,1,1,1,1
2_trans_1459.csv,1,15,1,1,1,1
2_trans_2150.csv,1,15,1,1,1,1
2_trans_2805.csv,2,30,2,1,1,1
2_trans_876.csv,1,15,1,1,1,1
2_trans_335.csv,1,50,4,1,0,1
2_trans_1115.csv,1,15,1,1,1,1
2_trans_447.csv,1,15,1,1,1,1
2_trans_2352.csv,1,15,1,1,1,1
2_trans_309.csv,4,15,4,1,1,1
2_trans_1129.csv,1,15,1,1,1,1
2_trans_2346.csv,1,15,1,1,1,1
2_trans_1868.csv,1,15,1,1,1,1
2_trans_2385.csv,1,15,1,1,1,1
2_trans_1854.csv,1,15,1,1,1,1
2_trans_1842.csv,1,15,1,1,1,1
2_trans_1856.csv,1,15,1,1,1,1
2_trans_2387.csv,4,40,4,1,1,1
2_trans_486.csv,3,40,3,1,1,1
2_trans_1881.csv,1,40,1,1,1,1
2_trans_2344.csv,1,15,1,1,1,1
2_trans_1665.csv,1,15,1,1,1,1
2_trans_323.csv,1,30,1,1,1,1
2_trans_2185.csv,1,15,1,1,1,1
2_trans_684.csv,1,50,1,1,1,1
2_trans_2152.csv,1,15,1,1,1,1
2_trans_2634.csv,1,15,1,1,1,1
2_trans_2620.csv,1,60,4,1,0,1
2_trans_2146.csv,1,75,1,1,1,1
2_trans_1467.csv,1,15,1,1,1,1
2_trans_2608.csv,1,15,1,1,1,1
2_trans_900.csv,1,15,1,1,1,1
2_trans_2797.csv,1,15,1,1,1,1
2_trans_2967.csv,2,95,4,1,0,1
2_trans_1513.csv,1,15,1,1,1,1
2_trans_2768.csv,1,15,1,1,1,1
2_trans_733.csv,1,15,1,1,1,1
2_trans_2595.csv,1,15,1,1,1,1
2_trans_294.csv,1,15,1,1,1,1
2_trans_519.csv,1,15,1,1,1,1
2_trans_2556.csv,1,15,3,1,0,1
2_trans_1077.csv,1,15,1,1,1,1
2_trans_243.csv,1,15,1,1,1,1
2_trans_2218.csv,1,15,1,1,1,1
2_trans_1711.csv,1,15,1,1,1,1
2_trans_1063.csv,1,15,1,1,1,1
2_trans_1076.csv,1,15,1,1,1,1
2_trans_2231.csv,1,15,1,1,1,1
2_trans_295.csv,4,65,4,1,1,1
2_trans_2594.csv,3,60,3,1,1,1
2_trans_1937.csv,1,15,1,1,1,1
2_trans_1260.csv,1,15,1,1,1,1
2_trans_1506.csv,1,15,1,1,1,1
2_trans_2755.csv,1,15,1,1,1,1
2_trans_2027.csv,1,45,1,1,1,1
2_trans_2966.csv,2,15,2,1,1,1
2_trans_2796.csv,1,70,4,1,0,1
2_trans_120.csv,1,15,1,1,1,1
2_trans_134.csv,1,15,1,1,1,1
2_trans_2621.csv,1,50,1,1,1,1
2_trans_2806.csv,2,60,2,1,1,1
2_trans_23.csv,4,80,4,1,1,1
2_trans_1116.csv,1,15,1,1,1,1
2_trans_2437.csv,1,15,1,1,1,1
2_trans_2351.csv,1,15,1,1,1,1
2_trans_493.csv,4,25,4,1,1,1
2_trans_1857.csv,1,15,1,1,1,1
2_trans_1603.csv,1,100,1,0,1,0
2_trans_1617.csv,1,50,4,1,0,1
2_trans_1171.csv,1,15,1,1,1,1
2_trans_1159.csv,4,55,4,1,1,1
2_trans_2450.csv,1,45,1,1,1,1
2_trans_2444.csv,1,15,1,1,1,1
2_trans_190.csv,1,15,1,1,1,1
2_trans_2875.csv,4,60,4,1,1,1
2_trans_50.csv,4,65,4,1,1,1
2_trans_2691.csv,1,25,3,1,0,1
2_trans_2685.csv,1,15,1,1,1,1
2_trans_635.csv,1,65,4,1,0,1
2_trans_147.csv,1,15,1,1,1,1
2_trans_1429.csv,1,55,1,1,1,1
2_trans_2901.csv,2,90,4,1,0,1
2_trans_966.csv,1,15,1,1,1,1
2_trans_2929.csv,2,45,2,1,1,1
2_trans_2097.csv,1,15,1,1,1,1
2_trans_999.csv,1,15,1,1,1,1
2_trans_2726.csv,1,15,1,1,1,1
2_trans_2054.csv,1,15,1,1,1,1
2_trans_1944.csv,3,100,4,0,0,2
2_trans_2518.csv,1,15,1,1,1,1
2_trans_1011.csv,4,15,4,1,1,1
2_trans_1005.csv,1,20,4,1,0,1
2_trans_1993.csv,1,15,1,1,1,1
2_trans_218.csv,1,45,1,1,1,1
2_trans_1992.csv,1,50,1,1,1,1
2_trans_2243.csv,1,15,1,1,1,1
2_trans_1762.csv,1,15,1,1,1,1
2_trans_1004.csv,3,15,3,1,1,1
2_trans_1951.csv,1,15,1,1,1,1
2_trans_2055.csv,1,15,1,1,1,1
2_trans_2041.csv,1,15,1,1,1,1
2_trans_1206.csv,1,80,4,1,0,1
2_trans_754.csv,1,15,1,1,1,1
2_trans_2069.csv,1,15,1,1,1,1
2_trans_740.csv,1,15,1,1,1,1
2_trans_998.csv,4,15,4,1,1,1
2_trans_973.csv,1,15,1,1,1,1
2_trans_2082.csv,1,15,1,1,1,1
2_trans_967.csv,1,15,1,1,1,1
2_trans_783.csv,3,15,3,1,1,1
2_trans_2121.csv,1,15,1,1,1,1
2_trans_2135.csv,1,15,1,1,1,1
2_trans_608.csv,1,15,1,1,1,1
2_trans_620.csv,1,15,1,1,1,1
2_trans_79.csv,1,45,1,1,1,1
2_trans_2848.csv,2,55,2,1,1,1
2_trans_51.csv,4,60,4,1,1,1
2_trans_45.csv,1,15,1,1,1,1
2_trans_2445.csv,1,15,1,1,1,1
2_trans_378.csv,1,15,1,1,1,1
2_trans_1158.csv,1,15,1,1,1,1
2_trans_344.csv,1,15,1,1,1,1
2_trans_1170.csv,1,15,1,1,1,1
2_trans_1825.csv,4,50,4,1,1,1
2_trans_387.csv,1,15,1,1,1,1
2_trans_385.csv,1,15,1,1,1,1
2_trans_1833.csv,1,15,1,1,1,1
2_trans_1199.csv,1,15,1,1,1,1
2_trans_346.csv,1,15,1,1,1,1
2_trans_420.csv,1,15,1,1,1,1
2_trans_2309.csv,1,15,1,1,1,1
2_trans_805.csv,1,40,1,1,1,1
2_trans_2679.csv,1,15,1,1,1,1
2_trans_144.csv,1,15,1,1,1,1
2_trans_1370.csv,1,15,1,1,1,1
2_trans_150.csv,1,40,1,1,1,1
2_trans_636.csv,1,15,1,1,1,1
2_trans_2645.csv,1,15,1,1,1,1
2_trans_178.csv,1,15,1,1,1,1
2_trans_795.csv,1,55,1,1,1,1
2_trans_2080.csv,1,15,1,1,1,1
2_trans_1562.csv,4,30,4,1,1,1
2_trans_1576.csv,1,15,1,1,1,1
2_trans_2731.csv,1,15,1,1,1,1
2_trans_232.csv,1,15,1,1,1,1
2_trans_1990.csv,4,35,4,1,1,1
2_trans_1991.csv,1,15,3,1,0,1
2_trans_2526.csv,1,15,1,1,1,1
2_trans_2532.csv,3,45,4,1,0,1
2_trans_2254.csv,1,15,1,1,1,1
2_trans_227.csv,1,40,4,1,0,1
2_trans_1007.csv,1,15,3,1,0,1
2_trans_1761.csv,1,15,1,1,1,1
2_trans_596.csv,1,15,1,1,1,1
2_trans_757.csv,1,15,1,1,1,1
2_trans_1205.csv,1,15,1,1,1,1
2_trans_1588.csv,1,20,1,1,1,1
2_trans_780.csv,1,15,1,1,1,1
2_trans_2917.csv,2,50,2,1,1,1
2_trans_2650.csv,1,25,3,1,0,1
2_trans_2136.csv,1,15,1,1,1,1
2_trans_179.csv,3,45,3,1,1,1
2_trans_1403.csv,1,15,1,1,1,1
2_trans_91.csv,1,15,1,1,1,1
2_trans_145.csv,1,15,1,1,1,1
2_trans_2693.csv,1,15,1,1,1,1
2_trans_804.csv,1,15,1,1,1,1
2_trans_2687.csv,1,15,1,1,1,1
2_trans_192.csv,1,70,4,1,0,1
2_trans_435.csv,1,15,1,1,1,1
2_trans_2308.csv,1,15,1,1,1,1
2_trans_353.csv,1,15,1,1,1,1
2_trans_347.csv,1,15,1,1,1,1
2_trans_1826.csv,1,15,1,1,1,1
2_trans_1832.csv,1,15,1,1,1,1
2_trans_2481.csv,1,15,1,1,1,1
2_trans_394.csv,1,15,1,1,1,1
2_trans_2442.csv,1,15,1,1,1,1
2_trans_2318.csv,1,15,3,1,0,1
2_trans_357.csv,1,15,1,1,1,1
2_trans_1163.csv,1,15,1,1,1,1
2_trans_182.csv,1,15,1,1,1,1
2_trans_196.csv,1,15,1,1,1,1
2_trans_2640.csv,1,15,1,1,1,1
2_trans_2126.csv,1,15,1,1,1,1
2_trans_141.csv,4,15,4,1,1,1
2_trans_1407.csv,4,95,4,1,1,1
2_trans_81.csv,4,65,4,1,1,1
2_trans_155.csv,3,15,3,1,1,1
2_trans_2091.csv,1,30,1,1,1,1
2_trans_974.csv,1,15,1,1,1,1
2_trans_2085.csv,1,15,1,1,1,1
2_trans_2913.csv,4,80,4,1,1,1
2_trans_948.csv,1,15,1,1,1,1
2_trans_784.csv,1,15,1,1,1,1
2_trans_2734.csv,4,15,4,1,1,1
2_trans_2708.csv,1,45,1,1,1,1
2_trans_1215.csv,1,15,1,1,1,1
2_trans_2293.csv,1,15,1,1,1,1
2_trans_1956.csv,1,15,1,1,1,1
2_trans_586.csv,1,15,1,1,1,1
2_trans_2522.csv,4,15,4,1,1,1
2_trans_1995.csv,1,15,1,1,1,1
2_trans_1003.csv,1,15,1,1,1,1
2_trans_1771.csv,1,15,1,1,1,1
2_trans_2278.csv,4,65,2,1,0,1
2_trans_550.csv,1,45,4,1,0,1
2_trans_1994.csv,1,55,1,1,1,1
2_trans_578.csv,1,100,1,0,1,2
2_trans_2251.csv,3,100,3,0,1,2
2_trans_1980.csv,1,15,1,1,1,1
2_trans_1758.csv,1,15,1,1,1,1
2_trans_2537.csv,1,15,1,1,1,1
2_trans_593.csv,1,15,1,1,1,1
2_trans_752.csv,4,15,4,1,1,1
2_trans_2053.csv,1,60,1,1,1,1
2_trans_785.csv,1,35,1,1,1,1
2_trans_2912.csv,2,25,2,1,1,1
2_trans_2084.csv,1,15,3,1,0,1
2_trans_1406.csv,3,55,3,1,1,1
2_trans_154.csv,1,15,1,1,1,1
2_trans_626.csv,1,55,1,1,1,1
2_trans_94.csv,1,15,1,1,1,1
2_trans_2133.csv,1,15,1,1,1,1
2_trans_2655.csv,1,55,3,1,0,1
2_trans_2899.csv,2,15,2,1,1,1
2_trans_829.csv,1,15,1,1,1,1
2_trans_43.csv,1,15,1,1,1,1
2_trans_197.csv,1,15,1,1,1,1
2_trans_2696.csv,1,15,1,1,1,1
2_trans_1604.csv,1,15,1,1,1,1
2_trans_424.csv,1,15,1,1,1,1
2_trans_2319.csv,1,15,1,1,1,1
2_trans_342.csv,1,15,1,1,1,1
2_trans_418.csv,1,15,4,1,0,1
2_trans_1823.csv,1,15,1,1,1,1
2_trans_2480.csv,4,45,4,1,1,1
2_trans_1189.csv,1,15,1,1,1,1
2_trans_1821.csv,1,15,1,1,1,1
2_trans_2482.csv,1,15,1,1,1,1
2_trans_397.csv,1,15,1,1,1,1
2_trans_2455.csv,1,15,1,1,1,1
2_trans_1160.csv,1,15,1,1,1,1
2_trans_426.csv,1,15,1,1,1,1
2_trans_69.csv,4,15,1,1,0,1
2_trans_803.csv,1,15,1,1,1,1
2_trans_2680.csv,1,15,1,1,1,1
2_trans_2870.csv,2,35,2,1,1,1
2_trans_195.csv,1,15,1,1,1,1
2_trans_2125.csv,1,15,1,1,1,1
2_trans_1362.csv,1,35,1,1,1,1
2_trans_156.csv,1,45,4,1,0,1
2_trans_82.csv,1,15,1,1,1,1
2_trans_1376.csv,1,15,1,1,1,1
2_trans_977.csv,1,50,1,1,1,1
2_trans_787.csv,1,65,4,1,0,1
2_trans_1216.csv,1,15,1,1,1,1
2_trans_1564.csv,1,55,1,1,1,1
2_trans_750.csv,1,15,1,1,1,1
2_trans_2290.csv,1,15,1,1,1,1
2_trans_1799.csv,1,15,1,1,1,1
2_trans_591.csv,1,15,1,1,1,1
2_trans_1014.csv,1,15,1,1,1,1
2_trans_1767.csv,1,15,1,1,1,1
2_trans_547.csv,1,30,1,1,1,1
2_trans_1773.csv,1,15,1,1,1,1
2_trans_221.csv,1,15,1,1,1,1
2_trans_209.csv,1,15,1,1,1,1
2_trans_1997.csv,1,30,4,1,0,1
2_trans_590.csv,1,15,1,1,1,1
2_trans_1954.csv,1,40,1,1,1,1
2_trans_1565.csv,3,40,3,1,1,1
2_trans_1217.csv,1,15,1,1,1,1
2_trans_745.csv,1,75,1,1,1,1
2_trans_2078.csv,1,15,1,1,1,1
2_trans_2911.csv,2,50,2,1,1,1
2_trans_2905.csv,2,50,2,1,1,1
2_trans_786.csv,1,15,1,1,1,1
2_trans_625.csv,1,15,1,1,1,1
2_trans_97.csv,1,15,1,1,1,1
2_trans_143.csv,1,15,1,1,1,1
2_trans_2642.csv,1,15,1,1,1,1
2_trans_180.csv,1,40,1,1,1,1
2_trans_2871.csv,4,60,4,1,1,1
2_trans_2681.csv,1,15,1,1,1,1
2_trans_1613.csv,1,15,1,1,1,1
2_trans_427.csv,1,15,1,1,1,1
2_trans_2468.csv,1,15,1,1,1,1
2_trans_2332.csv,1,15,1,1,1,1
2_trans_2454.csv,1,15,1,1,1,1
2_trans_382.csv,1,15,1,1,1,1
2_trans_396.csv,1,15,1,1,1,1
2_trans_2483.csv,1,15,1,1,1,1
2_trans_1834.csv,4,65,4,1,1,1
2_trans_1820.csv,1,15,1,1,1,1
2_trans_1811.csv,1,65,4,1,0,1
2_trans_370.csv,1,15,4,1,0,1
2_trans_1636.csv,1,35,1,1,1,1
2_trans_1178.csv,1,15,1,1,1,1
2_trans_2698.csv,1,40,1,1,1,1
2_trans_1391.csv,1,30,1,1,1,1
2_trans_71.csv,1,15,1,1,1,1
2_trans_59.csv,1,15,1,1,1,1
2_trans_833.csv,1,60,1,1,1,1
2_trans_2868.csv,4,50,4,1,1,1
2_trans_199.csv,1,15,1,1,1,1
2_trans_172.csv,1,55,1,1,1,1
2_trans_628.csv,1,15,1,1,1,1
2_trans_2115.csv,1,15,1,1,1,1
2_trans_2101.csv,1,15,1,1,1,1
2_trans_2934.csv,2,25,2,1,1,1
2_trans_1554.csv,1,15,1,1,1,1
2_trans_1226.csv,1,15,1,1,1,1
2_trans_2049.csv,1,15,3,1,0,1
2_trans_2061.csv,1,55,4,1,0,1
2_trans_1568.csv,1,40,3,1,0,1
2_trans_990.csv,1,30,1,1,1,1
2_trans_1959.csv,1,65,4,1,0,1
2_trans_204.csv,1,15,1,1,1,1
2_trans_562.csv,1,15,1,1,1,1
2_trans_576.csv,1,15,1,1,1,1
2_trans_1024.csv,1,15,1,1,1,1
2_trans_2511.csv,1,15,1,1,1,1
2_trans_2276.csv,1,15,1,1,1,1
2_trans_2510.csv,1,40,1,1,1,1
2_trans_1743.csv,1,15,1,1,1,1
2_trans_1025.csv,1,15,1,1,1,1
2_trans_211.csv,1,15,1,1,1,1
2_trans_205.csv,3,15,3,1,1,1
2_trans_1757.csv,1,15,1,1,1,1
2_trans_563.csv,4,25,4,1,1,1
2_trans_588.csv,1,40,1,1,1,1
2_trans_1964.csv,3,100,4,0,0,2
2_trans_749.csv,3,75,3,1,1,1
2_trans_2074.csv,1,15,1,1,1,1
2_trans_991.csv,1,15,1,1,1,1
2_trans_2060.csv,1,55,4,1,0,1
2_trans_985.csv,1,15,3,1,0,1
2_trans_1555.csv,1,55,4,1,0,1
2_trans_2909.csv,2,60,4,1,0,1
2_trans_2935.csv,4,55,4,1,1,1
2_trans_1582.csv,1,15,1,1,1,1
2_trans_2921.csv,4,20,4,1,1,1
2_trans_629.csv,1,15,1,1,1,1
2_trans_2672.csv,1,50,4,1,0,1
2_trans_167.csv,1,75,1,1,1,1
2_trans_1353.csv,1,15,1,1,1,1
2_trans_1435.csv,1,15,1,1,1,1
2_trans_2896.csv,2,60,2,1,1,1
2_trans_70.csv,4,80,4,1,1,1
2_trans_2464.csv,4,65,4,1,1,1
2_trans_359.csv,1,65,3,1,0,1
2_trans_1637.csv,1,15,1,1,1,1
2_trans_371.csv,1,15,1,1,1,1
2_trans_1145.csv,1,15,1,1,1,1
2_trans_1623.csv,1,15,3,1,0,1
2_trans_417.csv,1,15,1,1,1,1
2_trans_1810.csv,1,15,3,1,0,1
2_trans_1192.csv,1,45,1,1,1,1
2_trans_1186.csv,1,40,3,1,0,1
2_trans_1838.csv,1,15,1,1,1,1
2_trans_2328.csv,1,15,1,1,1,1
2_trans_415.csv,1,15,1,1,1,1
2_trans_1386.csv,1,15,1,1,1,1
2_trans_66.csv,4,45,4,1,1,1
2_trans_830.csv,1,15,1,1,1,1
2_trans_603.csv,1,40,1,1,1,1
2_trans_1423.csv,1,95,3,1,0,1
2_trans_617.csv,1,15,1,1,1,1
2_trans_2102.csv,1,15,1,1,1,1
2_trans_159.csv,1,15,1,1,1,1
2_trans_2116.csv,1,15,1,1,1,1
2_trans_1580.csv,1,55,4,1,0,1
2_trans_1594.csv,1,15,1,1,1,1
2_trans_788.csv,1,15,1,1,1,1
2_trans_777.csv,1,55,4,1,0,1
2_trans_1225.csv,1,40,3,1,0,1
2_trans_1231.csv,1,55,1,1,1,1
2_trans_987.csv,1,15,1,1,1,1
2_trans_2062.csv,3,100,4,0,0,2
2_trans_1027.csv,1,15,1,1,1,1
2_trans_1033.csv,1,15,1,1,1,1
2_trans_2512.csv,4,40,4,1,1,1
2_trans_2506.csv,1,80,4,1,0,1
2_trans_1768.csv,1,15,1,1,1,1
2_trans_2513.csv,1,15,1,1,1,1
2_trans_1754.csv,1,15,1,1,1,1
2_trans_560.csv,1,15,1,1,1,1
2_trans_1740.csv,1,15,1,1,1,1
2_trans_1797.csv,1,60,1,1,1,1
2_trans_1783.csv,1,15,1,1,1,1
2_trans_986.csv,1,15,1,1,1,1
2_trans_2077.csv,4,15,4,1,1,1
2_trans_945.csv,1,15,4,1,0,1
2_trans_2922.csv,2,50,2,1,1,1
2_trans_2671.csv,1,30,4,1,0,1
2_trans_1378.csv,1,15,1,1,1,1
2_trans_2117.csv,1,15,1,1,1,1
2_trans_158.csv,4,15,4,1,1,1
2_trans_170.csv,1,15,1,1,1,1
2_trans_2659.csv,1,15,1,1,1,1
2_trans_825.csv,1,15,1,1,1,1
2_trans_819.csv,1,15,1,1,1,1
2_trans_73.csv,3,40,3,1,1,1
2_trans_428.csv,4,35,4,1,1,1
2_trans_2315.csv,1,15,1,1,1,1
2_trans_414.csv,1,15,1,1,1,1
2_trans_1634.csv,1,15,1,1,1,1
2_trans_1807.csv,1,15,1,1,1,1
2_trans_1191.csv,1,40,1,1,1,1
2_trans_1803.csv,1,15,1,1,1,1
2_trans_1195.csv,1,55,4,1,0,1
2_trans_2488.csv,1,45,3,1,0,1
2_trans_1181.csv,1,50,4,1,0,1
2_trans_2463.csv,1,15,1,1,1,1
2_trans_1618.csv,1,15,1,1,1,1
2_trans_404.csv,1,15,1,1,1,1
2_trans_821.csv,1,15,1,1,1,1
2_trans_1397.csv,1,15,1,1,1,1
2_trans_63.csv,1,15,1,1,1,1
2_trans_1368.csv,1,45,3,1,0,1
2_trans_88.csv,3,60,3,1,1,1
2_trans_160.csv,1,15,3,1,0,1
2_trans_2891.csv,2,60,2,1,1,1
2_trans_174.csv,1,15,1,1,1,1
2_trans_1340.csv,1,15,1,1,1,1
2_trans_941.csv,1,15,1,1,1,1
2_trans_969.csv,1,15,1,1,1,1
2_trans_2098.csv,1,15,1,1,1,1
2_trans_2067.csv,1,15,3,1,0,1
2_trans_982.csv,1,15,1,1,1,1
2_trans_772.csv,1,55,4,1,0,1
2_trans_1546.csv,1,15,1,1,1,1
2_trans_1234.csv,1,30,4,1,0,1
2_trans_1977.csv,1,55,4,1,0,1
2_trans_558.csv,1,15,1,1,1,1
2_trans_216.csv,1,15,1,1,1,1
2_trans_1036.csv,4,15,4,1,1,1
2_trans_202.csv,3,15,3,1,1,1
2_trans_203.csv,1,15,1,1,1,1
2_trans_1037.csv,1,15,1,1,1,1
2_trans_565.csv,3,15,3,1,1,1
2_trans_217.csv,1,15,1,1,1,1
2_trans_1235.csv,1,15,1,1,1,1
2_trans_2728.csv,1,15,1,1,1,1
2_trans_773.csv,1,15,1,1,1,1
2_trans_2066.csv,1,15,1,1,1,1
2_trans_2072.csv,1,15,1,1,1,1
2_trans_1590.csv,1,15,1,1,1,1
2_trans_2927.csv,4,60,4,1,1,1
2_trans_1427.csv,1,15,1,1,1,1
2_trans_1341.csv,1,15,1,1,1,1
2_trans_161.csv,1,15,1,1,1,1
2_trans_1355.csv,1,15,1,1,1,1
2_trans_149.csv,1,15,1,1,1,1
